week,title,turn,date,rating
2026-29,김부장,1,06.26.,9.5
2026-29,김부장,2,06.27.,15.7
2026-29,김부장,3,07.03.,18.8
2026-29,김부장,4,07.04.,21.6
2026-29,김부장,5,07.10.,20.5
2026-29,김부장,6,07.11.,22.3
2026-29,사랑을 처방해 드립니다,19,04.04.,12.0
2026-29,사랑을 처방해 드립니다,20,04.05.,14.4
2026-29,사랑을 처방해 드립니다,21,04.11.,12.6
2026-29,사랑을 처방해 드립니다,22,04.12.,14.5
2026-29,사랑을 처방해 드립니다,23,04.18.,13.5
2026-29,사랑을 처방해 드립니다,24,04.19.,14.9
2026-29,사랑을 처방해 드립니다,25,04.25.,12.7
2026-29,사랑을 처방해 드립니다,26,04.26.,14.9
2026-29,사랑을 처방해 드립니다,27,05.02.,13.3
2026-29,사랑을 처방해 드립니다,28,05.03.,14.7
2026-29,사랑을 처방해 드립니다,29,05.09.,12.9
2026-29,사랑을 처방해 드립니다,30,05.10.,14.3
2026-29,사랑을 처방해 드립니다,31,05.16.,12.5
2026-29,사랑을 처방해 드립니다,32,05.17.,13.9
2026-29,사랑을 처방해 드립니다,33,05.23.,12.3
2026-29,사랑을 처방해 드립니다,34,05.24.,13.2
2026-29,사랑을 처방해 드립니다,35,05.30.,13.3
2026-29,사랑을 처방해 드립니다,36,05.31.,15.0
2026-29,사랑을 처방해 드립니다,37,06.06.,13.1
2026-29,사랑을 처방해 드립니다,38,06.07.,15.1
2026-29,사랑을 처방해 드립니다,39,06.13.,13.7
2026-29,사랑을 처방해 드립니다,40,06.14.,15.9
2026-29,사랑을 처방해 드립니다,41,06.20.,15.1
2026-29,사랑을 처방해 드립니다,42,06.21.,15.9
2026-29,사랑을 처방해 드립니다,43,06.27.,14.4
2026-29,사랑을 처방해 드립니다,44,06.28.,15.9
2026-29,사랑을 처방해 드립니다,45,07.04.,13.6
2026-29,사랑을 처방해 드립니다,46,07.05.,15.5
2026-29,사랑을 처방해 드립니다,47,07.11.,14.1
2026-29,사랑을 처방해 드립니다,48,07.12.,15.5
2026-29,기쁜 우리 좋은 날,44,05.29.,9.1
2026-29,기쁜 우리 좋은 날,45,06.01.,10.2
2026-29,기쁜 우리 좋은 날,46,06.02.,9.5
2026-29,기쁜 우리 좋은 날,47,06.04.,10.2
2026-29,기쁜 우리 좋은 날,48,06.05.,9.4
2026-29,기쁜 우리 좋은 날,49,06.08.,10.2
2026-29,기쁜 우리 좋은 날,50,06.09.,9.3
2026-29,기쁜 우리 좋은 날,51,06.10.,8.9
2026-29,기쁜 우리 좋은 날,52,06.11.,9.5
2026-29,기쁜 우리 좋은 날,53,06.12.,8.4
2026-29,기쁜 우리 좋은 날,54,06.15.,10.3
2026-29,기쁜 우리 좋은 날,55,06.16.,10.2
2026-29,기쁜 우리 좋은 날,56,06.17.,10.2
2026-29,기쁜 우리 좋은 날,57,06.18.,10.4
2026-29,기쁜 우리 좋은 날,58,06.19.,9.6
2026-29,기쁜 우리 좋은 날,59,06.22.,10.8
