week,title,turn,date,rating
2026-27,사랑을 처방해 드립니다,15,03.21.,12.3
2026-27,사랑을 처방해 드립니다,16,03.22.,15.3
2026-27,사랑을 처방해 드립니다,17,03.28.,13.2
2026-27,사랑을 처방해 드립니다,18,03.29.,14.5
2026-27,사랑을 처방해 드립니다,19,04.04.,12.0
2026-27,사랑을 처방해 드립니다,20,04.05.,14.4
2026-27,사랑을 처방해 드립니다,21,04.11.,12.6
2026-27,사랑을 처방해 드립니다,22,04.12.,14.5
2026-27,사랑을 처방해 드립니다,23,04.18.,13.5
2026-27,사랑을 처방해 드립니다,24,04.19.,14.9
2026-27,사랑을 처방해 드립니다,25,04.25.,12.7
2026-27,사랑을 처방해 드립니다,26,04.26.,14.9
2026-27,사랑을 처방해 드립니다,27,05.02.,13.3
2026-27,사랑을 처방해 드립니다,28,05.03.,14.7
2026-27,사랑을 처방해 드립니다,29,05.09.,12.9
2026-27,사랑을 처방해 드립니다,30,05.10.,14.3
2026-27,사랑을 처방해 드립니다,31,05.16.,12.5
2026-27,사랑을 처방해 드립니다,32,05.17.,13.9
2026-27,사랑을 처방해 드립니다,33,05.23.,12.3
2026-27,사랑을 처방해 드립니다,34,05.24.,13.2
2026-27,사랑을 처방해 드립니다,35,05.30.,13.3
2026-27,사랑을 처방해 드립니다,36,05.31.,15.0
2026-27,사랑을 처방해 드립니다,37,06.06.,13.1
2026-27,사랑을 처방해 드립니다,38,06.07.,15.1
2026-27,사랑을 처방해 드립니다,39,06.13.,13.7
2026-27,사랑을 처방해 드립니다,40,06.14.,15.9
2026-27,사랑을 처방해 드립니다,41,06.20.,15.1
2026-27,사랑을 처방해 드립니다,42,06.21.,15.9
2026-27,사랑을 처방해 드립니다,43,06.27.,14.4
2026-27,사랑을 처방해 드립니다,44,06.28.,15.9
2026-27,김부장,1,06.26.,9.5
2026-27,김부장,2,06.27.,15.7
2026-27,기쁜 우리 좋은 날,34,05.14.,9.7
2026-27,기쁜 우리 좋은 날,35,05.15.,8.5
2026-27,기쁜 우리 좋은 날,36,05.18.,10.2
2026-27,기쁜 우리 좋은 날,37,05.19.,9.7
2026-27,기쁜 우리 좋은 날,38,05.21.,10.7
2026-27,기쁜 우리 좋은 날,39,05.22.,8.3
2026-27,기쁜 우리 좋은 날,40,05.25.,10.7
2026-27,기쁜 우리 좋은 날,41,05.26.,10.3
2026-27,기쁜 우리 좋은 날,42,05.27.,9.6
2026-27,기쁜 우리 좋은 날,43,05.28.,9.8
2026-27,기쁜 우리 좋은 날,44,05.29.,9.1
2026-27,기쁜 우리 좋은 날,45,06.01.,10.2
2026-27,기쁜 우리 좋은 날,46,06.02.,9.5
2026-27,기쁜 우리 좋은 날,47,06.04.,10.2
2026-27,기쁜 우리 좋은 날,48,06.05.,9.4
2026-27,기쁜 우리 좋은 날,49,06.08.,10.2
2026-27,기쁜 우리 좋은 날,50,06.09.,9.3
2026-27,기쁜 우리 좋은 날,51,06.10.,8.9
2026-27,기쁜 우리 좋은 날,52,06.11.,9.5
2026-27,기쁜 우리 좋은 날,53,06.12.,8.4
2026-27,기쁜 우리 좋은 날,54,06.15.,10.3
2026-27,기쁜 우리 좋은 날,55,06.16.,10.2
2026-27,기쁜 우리 좋은 날,56,06.17.,10.2
2026-27,기쁜 우리 좋은 날,57,06.18.,10.4
2026-27,기쁜 우리 좋은 날,58,06.19.,9.6
2026-27,기쁜 우리 좋은 날,59,06.22.,10.8
2026-27,기쁜 우리 좋은 날,60,06.23.,9.9
2026-27,기쁜 우리 좋은 날,61,06.24.,10.2
2026-27,기쁜 우리 좋은 날,62,06.25.,11.3
2026-27,기쁜 우리 좋은 날,63,06.26.,9.7
2026-27,붉은 진주,44,05.05.,7.4
2026-27,붉은 진주,45,05.06.,7.3
2026-27,붉은 진주,46,05.07.,7.2
2026-27,붉은 진주,47,05.11.,7.1
2026-27,붉은 진주,48,05.12.,7.1
2026-27,붉은 진주,49,05.13.,6.7
2026-27,붉은 진주,50,05.14.,7.3
2026-27,붉은 진주,51,05.18.,7.1
2026-27,붉은 진주,52,05.19.,7.0
2026-27,붉은 진주,53,05.20.,7.0
2026-27,붉은 진주,54,05.21.,7.0
2026-27,붉은 진주,55,05.25.,7.3
2026-27,붉은 진주,56,05.26.,7.7
2026-27,붉은 진주,57,05.27.,7.1
2026-27,붉은 진주,58,05.28.,6.8
2026-27,붉은 진주,59,06.01.,7.2
2026-27,붉은 진주,60,06.02.,7.9
2026-27,붉은 진주,61,06.03.,6.1
2026-27,붉은 진주,62,06.04.,7.3
2026-27,붉은 진주,63,06.08.,7.2
2026-27,붉은 진주,64,06.09.,7.3
2026-27,붉은 진주,65,06.10.,6.5
2026-27,붉은 진주,66,06.11.,7.5
2026-27,붉은 진주,67,06.15.,7.3
2026-27,붉은 진주,68,06.16.,7.2
2026-27,붉은 진주,69,06.17.,7.2
2026-27,붉은 진주,70,06.18.,7.2
2026-27,붉은 진주,71,06.22.,7.2
2026-27,붉은 진주,72,06.23.,7.3
2026-27,붉은 진주,73,06.24.,7.2
