week,title,turn,date,rating
2026-35,사랑이 온다,1,07.25.,11.7
2026-35,사랑이 온다,2,07.26.,13.0
2026-35,사랑이 온다,3,08.01.,11.7
2026-35,사랑이 온다,4,08.02.,13.3
2026-35,사랑이 온다,5,08.08.,13.4
2026-35,사랑이 온다,6,08.09.,15.1
2026-35,사랑이 온다,7,08.15.,14.2
2026-35,사랑이 온다,8,08.16.,14.8
2026-35,사랑이 온다,9,08.22.,14.9
2026-35,사랑이 온다,10,08.23.,16.4
2026-35,기쁜 우리 좋은 날,74,07.13.,10.9
2026-35,기쁜 우리 좋은 날,75,07.14.,10.9
2026-35,기쁜 우리 좋은 날,76,07.15.,10.7
2026-35,기쁜 우리 좋은 날,77,07.16.,11.6
2026-35,기쁜 우리 좋은 날,78,07.17.,10.1
2026-35,기쁜 우리 좋은 날,79,07.20.,10.9
2026-35,기쁜 우리 좋은 날,80,07.21.,10.6
2026-35,기쁜 우리 좋은 날,81,07.22.,10.4
2026-35,기쁜 우리 좋은 날,82,07.23.,11.7
2026-35,기쁜 우리 좋은 날,83,07.24.,10.2
2026-35,기쁜 우리 좋은 날,84,07.27.,11.4
2026-35,기쁜 우리 좋은 날,85,07.28.,10.8
2026-35,기쁜 우리 좋은 날,86,07.29.,10.1
2026-35,기쁜 우리 좋은 날,87,07.30.,11.3
2026-35,기쁜 우리 좋은 날,88,07.31.,10.8
2026-35,기쁜 우리 좋은 날,89,08.03.,10.3
2026-35,기쁜 우리 좋은 날,90,08.04.,9.6
2026-35,기쁜 우리 좋은 날,91,08.05.,9.7
2026-35,기쁜 우리 좋은 날,92,08.06.,9.7
2026-35,기쁜 우리 좋은 날,93,08.07.,9.8
2026-35,기쁜 우리 좋은 날,94,08.10.,10.4
2026-35,기쁜 우리 좋은 날,95,08.11.,10.5
2026-35,기쁜 우리 좋은 날,96,08.12.,10.1
2026-35,기쁜 우리 좋은 날,97,08.13.,10.9
2026-35,기쁜 우리 좋은 날,98,08.14.,9.8
2026-35,기쁜 우리 좋은 날,99,08.17.,11.0
2026-35,기쁜 우리 좋은 날,100,08.18.,10.0
2026-35,기쁜 우리 좋은 날,101,08.19.,10.4
2026-35,기쁜 우리 좋은 날,102,08.20.,10.5
2026-35,기쁜 우리 좋은 날,103,08.21.,10.4
2026-35,유부녀 킬러,1,07.31.,7.4
2026-35,유부녀 킬러,2,08.01.,8.0
2026-35,유부녀 킬러,3,08.07.,8.3
2026-35,유부녀 킬러,4,08.08.,9.4
2026-35,유부녀 킬러,5,08.14.,9.8
2026-35,유부녀 킬러,6,08.15.,10.2
2026-35,유부녀 킬러,7,08.21.,9.7
2026-35,유부녀 킬러,8,08.22.,8.8
2026-35,재벌X형사 2,1,08.07.,6.1
2026-35,재벌X형사 2,2,08.08.,5.8
2026-35,재벌X형사 2,3,08.14.,5.1
2026-35,재벌X형사 2,4,08.15.,5.7
2026-35,재벌X형사 2,5,08.21.,6.2
2026-35,재벌X형사 2,6,08.22.,7.5
2026-35,가족관계증명서,6,07.13.,4.6
2026-35,가족관계증명서,7,07.14.,4.9
2026-35,가족관계증명서,8,07.15.,4.2
2026-35,가족관계증명서,9,07.16.,4.4
2026-35,가족관계증명서,10,07.17.,4.4
2026-35,가족관계증명서,11,07.20.,4.3
2026-35,가족관계증명서,12,07.21.,4.2
2026-35,가족관계증명서,13,07.22.,4.3
2026-35,가족관계증명서,14,07.23.,4.4
2026-35,가족관계증명서,15,07.24.,4.5
2026-35,가족관계증명서,16,07.27.,4.4
2026-35,가족관계증명서,17,07.28.,4.5
2026-35,가족관계증명서,18,07.29.,4.1
2026-35,가족관계증명서,19,07.30.,4.5
2026-35,가족관계증명서,20,07.31.,4.4
2026-35,가족관계증명서,21,08.03.,4.5
2026-35,가족관계증명서,22,08.04.,4.6
2026-35,가족관계증명서,23,08.05.,4.2
2026-35,가족관계증명서,24,08.06.,4.4
2026-35,가족관계증명서,25,08.07.,4.5
2026-35,가족관계증명서,26,08.10.,4.3
2026-35,가족관계증명서,27,08.11.,4.2
2026-35,가족관계증명서,28,08.12.,3.8
2026-35,가족관계증명서,29,08.13.,4.5
2026-35,가족관계증명서,30,08.14.,4.6
2026-35,가족관계증명서,31,08.17.,4.7
2026-35,가족관계증명서,32,08.18.,4.3
2026-35,가족관계증명서,33,08.19.,4.8
2026-35,가족관계증명서,34,08.20.,4.6
2026-35,가족관계증명서,35,08.21.,5.5
2026-35,오싹한 연애,1,07.18.,3.0
2026-35,오싹한 연애,2,07.19.,5.3
2026-35,오싹한 연애,3,07.25.,4.4
2026-35,오싹한 연애,4,07.26.,5.8
2026-35,오싹한 연애,5,08.01.,5.5
2026-35,오싹한 연애,6,08.02.,6.0
2026-35,오싹한 연애,7,08.08.,4.9
2026-35,오싹한 연애,8,08.09.,6.2
2026-35,오싹한 연애,9,08.15.,6.1
2026-35,오싹한 연애,10,08.16.,7.3
2026-35,오싹한 연애,11,08.22.,5.5
2026-35,오싹한 연애,12,08.23.,7.9
2026-35,최애의 사원,1,08.03.,4.2
2026-35,최애의 사원,2,08.04.,3.1
2026-35,최애의 사원,3,08.10.,3.9
2026-35,최애의 사원,4,08.11.,3.6
2026-35,최애의 사원,5,08.17.,4.0
2026-35,최애의 사원,6,08.18.,3.6
2026-35,그대에게 드림,1,07.13.,2.7
2026-35,그대에게 드림,2,07.14.,2.8
2026-35,그대에게 드림,3,07.20.,2.9
2026-35,그대에게 드림,4,07.21.,2.7
2026-35,그대에게 드림,5,07.27.,2.1
2026-35,그대에게 드림,6,07.28.,2.3
2026-35,그대에게 드림,7,08.03.,2.0
2026-35,그대에게 드림,8,08.04.,2.5
2026-35,그대에게 드림,9,08.10.,2.3
2026-35,그대에게 드림,10,08.11.,2.5
2026-35,그대에게 드림,11,08.17.,2.1
2026-35,그대에게 드림,12,08.18.,2.3
